"YEAR","Severity Class of Crash","County","Type of Factor","Contributing Factors","Total"
"2019","","ROCKLAND","Crashes With Human Factors","Listening/Using Headphones","."
"2019","","ROCKLAND","Crashes With Human Factors","Lost Consciousness","23"
"2019","","ROCKLAND","Crashes With Human Factors","Other Electronic Device","6"
"2019","","ROCKLAND","Crashes With Human Factors","Outside Car Distraction","11"
"2019","","ROCKLAND","Crashes With Human Factors","Passenger Distraction","9"
"2019","","ROCKLAND","Crashes With Human Factors","Passing/Lane Changing/Improper Use","1,100"
"2019","","ROCKLAND","Crashes With Human Factors","Pedestrian/Bicyclist Error/Confusion","80"
"2019","","ROCKLAND","Crashes With Human Factors","Physical Disability","8"
"2019","","ROCKLAND","Crashes With Human Factors","Prescription Medication","6"
"2019","","ROCKLAND","Crashes With Human Factors","Reaction to Other Uninvolved Vehicle","217"
"2019","","ROCKLAND","Crashes With Human Factors","Texting","1"
"2019","","ROCKLAND","Crashes With Human Factors","Traffic Control Device Disregarded","215"
"2019","","ROCKLAND","Crashes With Human Factors","Turning Improperly","398"
"2019","","ROCKLAND","Crashes With Human Factors","Unsafe Speed","616"
"2019","","ROCKLAND","Crashes With Human Factors","Using On Board Navigation Device","3"
"2019","","ROCKLAND","Crashes With Human Factors","Other Human","."
"2019","","ROCKLAND","Crashes With Vehicular Factors","Accelerator Defective","9"
"2019","","ROCKLAND","Crashes With Vehicular Factors","Brakes Defective","43"
"2019","","ROCKLAND","Crashes With Vehicular Factors","Driverless/Runaway Vehicle","10"
"2019","","ROCKLAND","Crashes With Vehicular Factors","Headlights Defective","."
"2019","","ROCKLAND","Crashes With Vehicular Factors","Other Lighting Defects","3"
"2019","","ROCKLAND","Crashes With Vehicular Factors","Oversized Vehicle","39"
"2019","","ROCKLAND","Crashes With Vehicular Factors","Steering Failure","12"
"2019","","ROCKLAND","Crashes With Vehicular Factors","Tinted Windows","."
"2019","","ROCKLAND","Crashes With Vehicular Factors","Tire Failure/Inadequate","48"
"2019","","ROCKLAND","Crashes With Vehicular Factors","Tow Hitch Defective","1"
"2019","","ROCKLAND","Crashes With Vehicular Factors","Windshield Inadequate","."
"2019","","ROCKLAND","Crashes With Vehicular Factors","Other Vehicular","79"
"2019","","ROCKLAND","Crashes With Environmental Factors","Animal's Action","569"
"2019","","ROCKLAND","Crashes With Environmental Factors","Glare","84"
"2019","","ROCKLAND","Crashes With Environmental Factors","Lane Marking Improper/Inadequate","4"
"2019","","ROCKLAND","Crashes With Environmental Factors","Obstruction/Debris","111"
"2019","","ROCKLAND","Crashes With Environmental Factors","Pavement Defective","14"
"2019","","ROCKLAND","Crashes With Environmental Factors","Pavement Slippery","441"
"2019","","ROCKLAND","Crashes With Environmental Factors","Shoulders Defective/Improper","3"
"2019","","ROCKLAND","Crashes With Environmental Factors","Traffic Control Device Improper/Non-Working","."
"2019","","ROCKLAND","Crashes With Environmental Factors","View Obstructed/Limited","208"
"2019","","SUFFOLK","Crashes With Human Factors","Aggressive Driving/Road Rage","195"
"2019","","SUFFOLK","Crashes With Human Factors","Alcohol Involvement","786"
"2019","","SUFFOLK","Crashes With Human Factors","Backing Unsafely","2,106"
"2019","","SUFFOLK","Crashes With Human Factors","Cell Phone (hand held)","106"
"2019","","SUFFOLK","Crashes With Human Factors","Cell Phone (hands-free)","14"
"2019","","SUFFOLK","Crashes With Human Factors","Driver Inattention/Distraction","10,614"
"2019","","SUFFOLK","Crashes With Human Factors","Driver Inexperience","1,149"
"2019","","SUFFOLK","Crashes With Human Factors","Drugs (Illegal)","131"
"2019","","SUFFOLK","Crashes With Human Factors","Eating or Drinking","23"
"2019","","SUFFOLK","Crashes With Human Factors","Failure to Keep Right","269"
"2019","","SUFFOLK","Crashes With Human Factors","Failure to Yield Right-of-Way","7,581"
"2019","","SUFFOLK","Crashes With Human Factors","Fatigued/Drowsy","203"
"2019","","SUFFOLK","Crashes With Human Factors","Fell Asleep","466"
"2019","","SUFFOLK","Crashes With Human Factors","Following Too Closely","9,332"
"2019","","SUFFOLK","Crashes With Human Factors","Illness","178"
"2019","","SUFFOLK","Crashes With Human Factors","Listening/Using Headphones","3"
"2019","","SUFFOLK","Crashes With Human Factors","Lost Consciousness","147"
"2019","","SUFFOLK","Crashes With Human Factors","Other Electronic Device","25"
"2019","","SUFFOLK","Crashes With Human Factors","Outside Car Distraction","186"
"2019","","SUFFOLK","Crashes With Human Factors","Passenger Distraction","103"
"2019","","SUFFOLK","Crashes With Human Factors","Passing/Lane Changing/Improper Use","4,935"
"2019","","SUFFOLK","Crashes With Human Factors","Pedestrian/Bicyclist Error/Confusion","242"
"2019","","SUFFOLK","Crashes With Human Factors","Physical Disability","48"
"2019","","SUFFOLK","Crashes With Human Factors","Prescription Medication","29"
"2019","","SUFFOLK","Crashes With Human Factors","Reaction to Other Uninvolved Vehicle","1,463"
"2019","","SUFFOLK","Crashes With Human Factors","Texting","8"
"2019","","SUFFOLK","Crashes With Human Factors","Traffic Control Device Disregarded","1,644"
"2019","","SUFFOLK","Crashes With Human Factors","Turning Improperly","2,283"
"2019","","SUFFOLK","Crashes With Human Factors","Unsafe Speed","2,727"
"2019","","SUFFOLK","Crashes With Human Factors","Using On Board Navigation Device","16"
"2019","","SUFFOLK","Crashes With Human Factors","Other Human","1"
"2019","","SUFFOLK","Crashes With Vehicular Factors","Accelerator Defective","48"
"2019","","SUFFOLK","Crashes With Vehicular Factors","Brakes Defective","328"
"2019","","SUFFOLK","Crashes With Vehicular Factors","Driverless/Runaway Vehicle","35"
"2019","","SUFFOLK","Crashes With Vehicular Factors","Headlights Defective","17"
"2019","","SUFFOLK","Crashes With Vehicular Factors","Other Lighting Defects","19"
"2019","","SUFFOLK","Crashes With Vehicular Factors","Oversized Vehicle","105"
"2019","","SUFFOLK","Crashes With Vehicular Factors","Steering Failure","115"
"2019","","SUFFOLK","Crashes With Vehicular Factors","Tinted Windows","3"
"2019","","SUFFOLK","Crashes With Vehicular Factors","Tire Failure/Inadequate","179"
"2019","","SUFFOLK","Crashes With Vehicular Factors","Tow Hitch Defective","5"
"2019","","SUFFOLK","Crashes With Vehicular Factors","Windshield Inadequate","6"
"2019","","SUFFOLK","Crashes With Vehicular Factors","Other Vehicular","362"
"2019","","SUFFOLK","Crashes With Environmental Factors","Animal's Action","1,415"
"2019","","SUFFOLK","Crashes With Environmental Factors","Glare","401"
"2019","","SUFFOLK","Crashes With Environmental Factors","Lane Marking Improper/Inadequate","43"
"2019","","SUFFOLK","Crashes With Environmental Factors","Obstruction/Debris","235"
"2019","","SUFFOLK","Crashes With Environmental Factors","Pavement Defective","34"
"2019","","SUFFOLK","Crashes With Environmental Factors","Pavement Slippery","2,164"
"2019","","SUFFOLK","Crashes With Environmental Factors","Shoulders Defective/Improper","6"
"2019","","SUFFOLK","Crashes With Environmental Factors","Traffic Control Device Improper/Non-Working","53"
"2019","","SUFFOLK","Crashes With Environmental Factors","View Obstructed/Limited","836"
"2019","","SUFFOLK","Crashes With Environmental Factors","Other Environmental","3"
"2019","","WESTCHESTER","Crashes With Human Factors","Aggressive Driving/Road Rage","90"
"2019","","WESTCHESTER","Crashes With Human Factors","Alcohol Involvement","503"
"2019","","WESTCHESTER","Crashes With Human Factors","Backing Unsafely","1,043"
"2019","","WESTCHESTER","Crashes With Human Factors","Cell Phone (hand held)","46"
"2019","","WESTCHESTER","Crashes With Human Factors","Cell Phone (hands-free)","10"
"2019","","WESTCHESTER","Crashes With Human Factors","Driver Inattention/Distraction","5,084"
"2019","","WESTCHESTER","Crashes With Human Factors","Driver Inexperience","599"
"2019","","WESTCHESTER","Crashes With Human Factors","Drugs (Illegal)","54"
"2019","","WESTCHESTER","Crashes With Human Factors","Eating or Drinking","9"
"2019","","WESTCHESTER","Crashes With Human Factors","Failure to Keep Right","222"
"2019","","WESTCHESTER","Crashes With Human Factors","Failure to Yield Right-of-Way","2,323"
"2019","","WESTCHESTER","Crashes With Human Factors","Fatigued/Drowsy","104"
"2019","","WESTCHESTER","Crashes With Human Factors","Fell Asleep","264"
"2019","","WESTCHESTER","Crashes With Human Factors","Following Too Closely","4,217"
"2019","","WESTCHESTER","Crashes With Human Factors","Illness","80"
"2019","","WESTCHESTER","Crashes With Human Factors","Listening/Using Headphones","2"
"2019","","WESTCHESTER","Crashes With Human Factors","Lost Consciousness","58"
"2019","","WESTCHESTER","Crashes With Human Factors","Other Electronic Device","18"
"2019","","WESTCHESTER","Crashes With Human Factors","Outside Car Distraction","63"
"2019","","WESTCHESTER","Crashes With Human Factors","Passenger Distraction","48"
"2019","","WESTCHESTER","Crashes With Human Factors","Passing/Lane Changing/Improper Use","3,262"
"2019","","WESTCHESTER","Crashes With Human Factors","Pedestrian/Bicyclist Error/Confusion","145"
"2019","","WESTCHESTER","Crashes With Human Factors","Physical Disability","22"
"2019","","WESTCHESTER","Crashes With Human Factors","Prescription Medication","19"
"2019","","WESTCHESTER","Crashes With Human Factors","Reaction to Other Uninvolved Vehicle","1,183"
"2019","","WESTCHESTER","Crashes With Human Factors","Texting","3"
"2019","","WESTCHESTER","Crashes With Human Factors","Traffic Control Device Disregarded","628"
"2019","","WESTCHESTER","Crashes With Human Factors","Turning Improperly","921"
"2019","","WESTCHESTER","Crashes With Human Factors","Unsafe Speed","1,820"
"2019","","WESTCHESTER","Crashes With Human Factors","Using On Board Navigation Device","26"
"2019","","WESTCHESTER","Crashes With Human Factors","Other Human","20"
"2019","","WESTCHESTER","Crashes With Vehicular Factors","Accelerator Defective","32"
"2019","","WESTCHESTER","Crashes With Vehicular Factors","Brakes Defective","158"
"2019","","WESTCHESTER","Crashes With Vehicular Factors","Driverless/Runaway Vehicle","45"
"2019","","WESTCHESTER","Crashes With Vehicular Factors","Headlights Defective","4"
"2019","","WESTCHESTER","Crashes With Vehicular Factors","Other Lighting Defects","4"
"2019","","WESTCHESTER","Crashes With Vehicular Factors","Oversized Vehicle","133"
"2019","","WESTCHESTER","Crashes With Vehicular Factors","Steering Failure","69"
"2019","","WESTCHESTER","Crashes With Vehicular Factors","Tinted Windows","1"
"2019","","WESTCHESTER","Crashes With Vehicular Factors","Tire Failure/Inadequate","141"
"2019","","WESTCHESTER","Crashes With Vehicular Factors","Tow Hitch Defective","3"
"2019","","WESTCHESTER","Crashes With Vehicular Factors","Windshield Inadequate","3"
"2019","","WESTCHESTER","Crashes With Vehicular Factors","Other Vehicular","313"
"2019","","WESTCHESTER","Crashes With Environmental Factors","Animal's Action","643"
"2019","","WESTCHESTER","Crashes With Environmental Factors","Glare","240"
"2019","","WESTCHESTER","Crashes With Environmental Factors","Lane Marking Improper/Inadequate","13"
"2019","","WESTCHESTER","Crashes With Environmental Factors","Obstruction/Debris","303"
"2019","","WESTCHESTER","Crashes With Environmental Factors","Pavement Defective","35"
"2019","","WESTCHESTER","Crashes With Environmental Factors","Pavement Slippery","1,369"
"2019","","WESTCHESTER","Crashes With Environmental Factors","Shoulders Defective/Improper","3"
"2019","","WESTCHESTER","Crashes With Environmental Factors","Traffic Control Device Improper/Non-Working","9"
"2019","","WESTCHESTER","Crashes With Environmental Factors","View Obstructed/Limited","609"
"2019","","WESTCHESTER","Crashes With Environmental Factors","Other Environmental","5"
"2019","Fatal","BRONX","Crashes With Human Factors","Aggressive Driving/Road Rage","."
"2019","Fatal","BRONX","Crashes With Human Factors","Alcohol Involvement","2"
"2019","Fatal","BRONX","Crashes With Human Factors","Backing Unsafely","."
"2019","Fatal","BRONX","Crashes With Human Factors","Cell Phone (hand held)","."
"2019","Fatal","BRONX","Crashes With Human Factors","Cell Phone (hands-free)","."
"2019","Fatal","BRONX","Crashes With Human Factors","Driver Inattention/Distraction","9"
"2019","Fatal","BRONX","Crashes With Human Factors","Driver Inexperience","2"
"2019","Fatal","BRONX","Crashes With Human Factors","Drugs (Illegal)","."
"2019","Fatal","BRONX","Crashes With Human Factors","Eating or Drinking","."
"2019","Fatal","BRONX","Crashes With Human Factors","Failure to Keep Right","1"
"2019","Fatal","BRONX","Crashes With Human Factors","Failure to Yield Right-of-Way","2"
"2019","Fatal","BRONX","Crashes With Human Factors","Fatigued/Drowsy","."
"2019","Fatal","BRONX","Crashes With Human Factors","Fell Asleep","."
"2019","Fatal","BRONX","Crashes With Human Factors","Following Too Closely","1"
"2019","Fatal","BRONX","Crashes With Human Factors","Illness","."
"2019","Fatal","BRONX","Crashes With Human Factors","Listening/Using Headphones","."
"2019","Fatal","BRONX","Crashes With Human Factors","Lost Consciousness","."
"2019","Fatal","BRONX","Crashes With Human Factors","Other Electronic Device","."
"2019","Fatal","BRONX","Crashes With Human Factors","Outside Car Distraction","."
"2019","Fatal","BRONX","Crashes With Human Factors","Passenger Distraction","."
"2019","Fatal","BRONX","Crashes With Human Factors","Passing/Lane Changing/Improper Use","2"
"2019","Fatal","BRONX","Crashes With Human Factors","Pedestrian/Bicyclist Error/Confusion","6"
"2019","Fatal","BRONX","Crashes With Human Factors","Physical Disability","."
"2019","Fatal","BRONX","Crashes With Human Factors","Prescription Medication","."
"2019","Fatal","BRONX","Crashes With Human Factors","Reaction to Other Uninvolved Vehicle","."
"2019","Fatal","BRONX","Crashes With Human Factors","Texting","."
"2019","Fatal","BRONX","Crashes With Human Factors","Traffic Control Device Disregarded","."
"2019","Fatal","BRONX","Crashes With Human Factors","Turning Improperly","1"
"2019","Fatal","BRONX","Crashes With Human Factors","Unsafe Speed","9"
"2019","Fatal","BRONX","Crashes With Human Factors","Using On Board Navigation Device","."
"2019","Fatal","BRONX","Crashes With Human Factors","Vehicle Vandalism","."
"2019","Fatal","BRONX","Crashes With Human Factors","Other Human","."
"2019","Fatal","BRONX","Crashes With Vehicular Factors","Accelerator Defective","."
"2019","Fatal","BRONX","Crashes With Vehicular Factors","Brakes Defective","."
"2019","Fatal","BRONX","Crashes With Vehicular Factors","Driverless/Runaway Vehicle","."
